        numOfIt             y1             y2             tk
            709        0.28171      -0.342746       0.267793
            710       0.282107      -0.342489       0.268159
            711       0.282504      -0.342232       0.268525
            712       0.282901      -0.341974       0.268891
            713       0.283298      -0.341716       0.269257
            714       0.283695      -0.341457       0.269623
            715       0.284092      -0.341198       0.269989
            716       0.284489      -0.340939       0.270354
            717       0.284886      -0.340679        0.27072
            718       0.285283      -0.340419       0.271086
            719        0.28568      -0.340158       0.271452
            720       0.286076      -0.339897       0.271818
            721       0.286473      -0.339635       0.272184
            722        0.28687      -0.339373        0.27255
            723       0.287267      -0.339111       0.272915
            724       0.287664      -0.338848       0.273281
            725       0.288061      -0.338585       0.273647
            726       0.288458      -0.338321       0.274013
            727       0.288855      -0.338057       0.274379
            728       0.289252      -0.337792       0.274744
            729       0.289649      -0.337527        0.27511
            730       0.290046      -0.337262       0.275476
            731       0.290443      -0.336996       0.275842
            732        0.29084      -0.336729       0.276207
            733       0.291237      -0.336463       0.276573
            734       0.291634      -0.336195       0.276939
            735       0.292031      -0.335928       0.277305
            736       0.292428       -0.33566        0.27767
            737       0.292824      -0.335391       0.278036
